Time,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,Upper Layer Temperature,Lower Layer Temperature,Layer Height,Upper Layer Volume,Pressure,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,HRR Door Jet Fires,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,Plume Entrainment Rate,Pyrolysis Rate,HRR,HRR Lower,HRR Upper,Flame Height,Convective HRR,Total Pyrolysate Released,Total Trace Species Released,
,Comp 1,Comp 1,Comp 1,Comp 1,Comp 1,Comp 2,Comp 2,Comp 2,Comp 2,Comp 2,Comp 3,Comp 3,Comp 3,Comp 3,Comp 3,Comp 1,Comp 2,Comp 3,Outside,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,bunsen,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,Wood_Wall,
s,C,C,m,m^3,Pa,C,C,m,m^3,Pa,C,C,m,m^3,Pa,W,W,W,W,kg/s,kg/s,W,W,W,m,W,kg,kg,kg/s,kg/s,W,W,W,m,W,kg,kg,
 0.380000E+03, 0.591688E+02, 0.245406E+02, 0.124424E+01, 0.438941E+02,-0.390909E+00, 0.506370E+02, 0.258714E+02, 0.102427E+01, 0.493933E+02,-0.538229E+00, 0.346926E+02, 0.202742E+02, 0.127067E+01, 0.432333E+02,-0.144010E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.388072E+00, 0.111135E-02, 0.554941E+05, 0.554941E+05, 0.000000E+00, 0.807604E+00, 0.371810E+05, 0.623289E+00, 0.000000E+00, 0.403360E+00, 0.262431E-02, 0.475000E+05, 0.475000E+05, 0.000000E+00, 0.307554E+00, 0.318250E+05, 0.499819E+00, 0.000000E+00,
 0.390000E+03, 0.586351E+02, 0.244387E+02, 0.123808E+01, 0.440480E+02,-0.389269E+00, 0.509649E+02, 0.258739E+02, 0.102763E+01, 0.493091E+02,-0.541965E+00, 0.348656E+02, 0.202885E+02, 0.126641E+01, 0.433398E+02,-0.158397E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.382519E+00, 0.108088E-02, 0.539725E+05, 0.539725E+05, 0.000000E+00, 0.794648E+00, 0.361616E+05, 0.634235E+00, 0.000000E+00, 0.410122E+00, 0.269337E-02, 0.487500E+05, 0.487500E+05, 0.000000E+00, 0.309766E+00, 0.326625E+05, 0.526441E+00, 0.000000E+00,
 0.400000E+03, 0.581130E+02, 0.243355E+02, 0.123172E+01, 0.442071E+02,-0.387660E+00, 0.512940E+02, 0.258709E+02, 0.103079E+01, 0.492304E+02,-0.545722E+00, 0.350368E+02, 0.203028E+02, 0.126301E+01, 0.434247E+02,-0.168757E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.376946E+00, 0.105124E-02, 0.524927E+05, 0.524927E+05, 0.000000E+00, 0.781835E+00, 0.351701E+05, 0.644881E+00, 0.000000E+00, 0.416758E+00, 0.276243E-02, 0.500000E+05, 0.500000E+05, 0.000000E+00, 0.311909E+00, 0.335000E+05, 0.553753E+00, 0.000000E+00,
 0.410000E+03, 0.576026E+02, 0.242312E+02, 0.122515E+01, 0.443712E+02,-0.386096E+00, 0.516251E+02, 0.258628E+02, 0.103379E+01, 0.491553E+02,-0.549530E+00, 0.352069E+02, 0.203171E+02, 0.126038E+01, 0.434904E+02,-0.178077E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.371360E+00, 0.102242E-02, 0.510535E+05, 0.510535E+05, 0.000000E+00, 0.769164E+00, 0.342058E+05, 0.655234E+00, 0.000000E+00, 0.423297E+00, 0.283149E-02, 0.512500E+05, 0.512500E+05, 0.000000E+00, 0.313986E+00, 0.343375E+05, 0.581756E+00, 0.000000E+00,
 0.420000E+03, 0.571046E+02, 0.241259E+02, 0.121839E+01, 0.445402E+02,-0.384589E+00, 0.519594E+02, 0.258500E+02, 0.103669E+01, 0.490827E+02,-0.553404E+00, 0.353763E+02, 0.203314E+02, 0.125841E+01, 0.435398E+02,-0.186905E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.365763E+00, 0.994388E-03, 0.496537E+05, 0.496537E+05, 0.000000E+00, 0.756633E+00, 0.332680E+05, 0.665304E+00, 0.000000E+00, 0.429761E+00, 0.290055E-02, 0.525000E+05, 0.525000E+05, 0.000000E+00, 0.316000E+00, 0.351750E+05, 0.610450E+00, 0.000000E+00,
 0.430000E+03, 0.566194E+02, 0.240196E+02, 0.121144E+01, 0.447140E+02,-0.383146E+00, 0.522974E+02, 0.258327E+02, 0.103955E+01, 0.490112E+02,-0.557360E+00, 0.355455E+02, 0.203457E+02, 0.125696E+01, 0.435759E+02,-0.195366E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.360159E+00, 0.967124E-03, 0.482923E+05, 0.482923E+05, 0.000000E+00, 0.744241E+00, 0.323559E+05, 0.675098E+00, 0.000000E+00, 0.436177E+00, 0.296961E-02, 0.537500E+05, 0.537500E+05, 0.000000E+00, 0.317955E+00, 0.360125E+05, 0.639834E+00, 0.000000E+00,
 0.440000E+03, 0.561471E+02, 0.239127E+02, 0.120430E+01, 0.448925E+02,-0.381775E+00, 0.526398E+02, 0.258111E+02, 0.104243E+01, 0.489392E+02,-0.561422E+00, 0.357150E+02, 0.203600E+02, 0.125595E+01, 0.436012E+02,-0.203522E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.354551E+00, 0.940608E-03, 0.469683E+05, 0.469683E+05, 0.000000E+00, 0.731986E+00, 0.314687E+05, 0.684623E+00, 0.000000E+00, 0.442572E+00, 0.303867E-02, 0.550000E+05, 0.550000E+05, 0.000000E+00, 0.319852E+00, 0.368500E+05, 0.669909E+00, 0.000000E+00,
 0.450000E+03, 0.556879E+02, 0.238055E+02, 0.119697E+01, 0.450759E+02,-0.380494E+00, 0.529870E+02, 0.257853E+02, 0.104539E+01, 0.488652E+02,-0.565630E+00, 0.358850E+02, 0.203742E+02, 0.125529E+01, 0.436176E+02,-0.211427E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.348939E+00, 0.914818E-03, 0.456805E+05, 0.456805E+05, 0.542101E-11, 0.719866E+00, 0.306059E+05, 0.693887E+00, 0.000000E+00, 0.448979E+00, 0.310773E-02, 0.562500E+05, 0.562500E+05, 0.000000E+00, 0.321695E+00, 0.376875E+05, 0.700675E+00, 0.000000E+00,
 0.460000E+03, 0.552423E+02, 0.236983E+02, 0.118943E+01, 0.452643E+02,-0.379326E+00, 0.533395E+02, 0.257555E+02, 0.104852E+01, 0.487870E+02,-0.570051E+00, 0.360559E+02, 0.203883E+02, 0.125494E+01, 0.436266E+02,-0.219130E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.343320E+00, 0.889736E-03, 0.444280E+05, 0.444280E+05, 0.000000E+00, 0.707880E+00, 0.297668E+05, 0.702897E+00, 0.000000E+00, 0.455439E+00, 0.317680E-02, 0.575000E+05, 0.575000E+05, 0.000000E+00, 0.323485E+00, 0.385250E+05, 0.732131E+00, 0.000000E+00,
 0.470000E+03, 0.548100E+02, 0.235919E+02, 0.118166E+01, 0.454585E+02,-0.378305E+00, 0.536977E+02, 0.257218E+02, 0.105193E+01, 0.487018E+02,-0.574809E+00, 0.362279E+02, 0.204025E+02, 0.125482E+01, 0.436294E+02,-0.226702E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.337685E+00, 0.865341E-03, 0.432099E+05, 0.432099E+05, 0.000000E+00, 0.696027E+00, 0.289506E+05, 0.711660E+00, 0.000000E+00, 0.462014E+00, 0.324586E-02, 0.587500E+05, 0.587500E+05, 0.000000E+00, 0.325226E+00, 0.393625E+05, 0.764277E+00, 0.000000E+00,
 0.480000E+03, 0.543904E+02, 0.234872E+02, 0.117411E+01, 0.456473E+02,-0.377317E+00, 0.540626E+02, 0.256851E+02, 0.105524E+01, 0.486190E+02,-0.577802E+00, 0.364014E+02, 0.204166E+02, 0.125491E+01, 0.436274E+02,-0.233824E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.332214E+00, 0.841616E-03, 0.420252E+05, 0.420252E+05, 0.000000E+00, 0.684305E+00, 0.281569E+05, 0.720186E+00, 0.000000E+00, 0.468520E+00, 0.331492E-02, 0.600000E+05, 0.600000E+05, 0.000000E+00, 0.326919E+00, 0.402000E+05, 0.797106E+00, 0.000000E+00,
 0.490000E+03, 0.539813E+02, 0.233858E+02, 0.116735E+01, 0.458161E+02,-0.376061E+00, 0.544344E+02, 0.256473E+02, 0.105782E+01, 0.485544E+02,-0.580305E+00, 0.365772E+02, 0.204307E+02, 0.125510E+01, 0.436226E+02,-0.240663E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.327134E+00, 0.818540E-03, 0.408730E+05, 0.408730E+05, 0.542101E-11, 0.672713E+00, 0.273849E+05, 0.728475E+00, 0.000000E+00, 0.474647E+00, 0.338398E-02, 0.612500E+05, 0.612500E+05, 0.000000E+00, 0.328566E+00, 0.410375E+05, 0.830633E+00, 0.000000E+00,
 0.500000E+03, 0.535835E+02, 0.233007E+02, 0.116182E+01, 0.459545E+02,-0.374749E+00, 0.548124E+02, 0.256100E+02, 0.105983E+01, 0.485042E+02,-0.582529E+00, 0.367560E+02, 0.204448E+02, 0.125535E+01, 0.436162E+02,-0.247313E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.322595E+00, 0.796098E-03, 0.397523E+05, 0.397523E+05, 0.000000E+00, 0.661249E+00, 0.266340E+05, 0.736537E+00, 0.000000E+00, 0.480461E+00, 0.345304E-02, 0.625000E+05, 0.625000E+05, 0.000000E+00, 0.330169E+00, 0.418750E+05, 0.864851E+00, 0.000000E+00,
 0.510000E+03, 0.531979E+02, 0.232292E+02, 0.115749E+01, 0.460628E+02,-0.373319E+00, 0.551956E+02, 0.255767E+02, 0.106125E+01, 0.484687E+02,-0.584079E+00, 0.369381E+02, 0.204589E+02, 0.125564E+01, 0.436091E+02,-0.253750E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.318577E+00, 0.774271E-03, 0.386624E+05, 0.386624E+05, 0.000000E+00, 0.649911E+00, 0.259038E+05, 0.744380E+00, 0.000000E+00, 0.485950E+00, 0.352210E-02, 0.637500E+05, 0.637500E+05, 0.000000E+00, 0.331730E+00, 0.427125E+05, 0.899753E+00, 0.000000E+00,
 0.520000E+03, 0.528118E+02, 0.231678E+02, 0.115333E+01, 0.461668E+02,-0.372090E+00, 0.555823E+02, 0.255511E+02, 0.106228E+01, 0.484431E+02,-0.586369E+00, 0.371235E+02, 0.204730E+02, 0.125593E+01, 0.436017E+02,-0.260221E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.314673E+00, 0.753042E-03, 0.376024E+05, 0.376024E+05, 0.000000E+00, 0.638699E+00, 0.251936E+05, 0.752006E+00, 0.000000E+00, 0.491206E+00, 0.359116E-02, 0.650000E+05, 0.650000E+05, 0.000000E+00, 0.333250E+00, 0.435500E+05, 0.935353E+00, 0.000000E+00,
 0.530000E+03, 0.524295E+02, 0.231139E+02, 0.114914E+01, 0.462716E+02,-0.371114E+00, 0.559714E+02, 0.255345E+02, 0.106320E+01, 0.484199E+02,-0.589195E+00, 0.373122E+02, 0.204871E+02, 0.125624E+01, 0.435940E+02,-0.266734E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.310801E+00, 0.732395E-03, 0.365714E+05, 0.365714E+05, 0.000000E+00, 0.627611E+00, 0.245028E+05, 0.759423E+00, 0.000000E+00, 0.496375E+00, 0.366022E-02, 0.662500E+05, 0.662500E+05, 0.000000E+00, 0.334731E+00, 0.443875E+05, 0.971643E+00, 0.000000E+00,
 0.540000E+03, 0.520543E+02, 0.230659E+02, 0.114490E+01, 0.463776E+02,-0.370355E+00, 0.563621E+02, 0.255272E+02, 0.106413E+01, 0.483968E+02,-0.592410E+00, 0.375037E+02, 0.205013E+02, 0.125657E+01, 0.435858E+02,-0.273282E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.306955E+00, 0.712314E-03, 0.355687E+05, 0.355687E+05, 0.000000E+00, 0.616646E+00, 0.238310E+05, 0.766636E+00, 0.000000E+00, 0.501508E+00, 0.372928E-02, 0.675000E+05, 0.675000E+05, 0.000000E+00, 0.336175E+00, 0.452250E+05, 0.100862E+01, 0.000000E+00,
 0.550000E+03, 0.516891E+02, 0.230226E+02, 0.114065E+01, 0.464838E+02,-0.369771E+00, 0.567537E+02, 0.255293E+02, 0.106509E+01, 0.483728E+02,-0.595946E+00, 0.376979E+02, 0.205155E+02, 0.125692E+01, 0.435771E+02,-0.279856E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.303149E+00, 0.692784E-03, 0.345935E+05, 0.345935E+05, 0.000000E+00, 0.605801E+00, 0.231776E+05, 0.773652E+00, 0.000000E+00, 0.506625E+00, 0.379834E-02, 0.687500E+05, 0.687500E+05, 0.000000E+00, 0.337582E+00, 0.460625E+05, 0.104629E+01, 0.000000E+00,
 0.560000E+03, 0.513353E+02, 0.229828E+02, 0.113642E+01, 0.465896E+02,-0.369311E+00, 0.571459E+02, 0.255398E+02, 0.106610E+01, 0.483476E+02,-0.599740E+00, 0.378944E+02, 0.205297E+02, 0.125729E+01, 0.435678E+02,-0.286453E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.299395E+00, 0.673790E-03, 0.336450E+05, 0.336450E+05, 0.000000E+00, 0.595077E+00, 0.225421E+05, 0.780475E+00, 0.000000E+00, 0.511730E+00, 0.386740E-02, 0.700000E+05, 0.700000E+05, 0.000000E+00, 0.338954E+00, 0.469000E+05, 0.108466E+01, 0.000000E+00,
 0.570000E+03, 0.509942E+02, 0.229460E+02, 0.113224E+01, 0.466939E+02,-0.368950E+00, 0.575383E+02, 0.255582E+02, 0.106715E+01, 0.483213E+02,-0.603755E+00, 0.380929E+02, 0.205439E+02, 0.125769E+01, 0.435579E+02,-0.293068E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.295703E+00, 0.655316E-03, 0.327225E+05, 0.327225E+05, 0.000000E+00, 0.584471E+00, 0.219241E+05, 0.787112E+00, 0.000000E+00, 0.516827E+00, 0.393646E-02, 0.712500E+05, 0.712500E+05, 0.000000E+00, 0.340293E+00, 0.477375E+05, 0.112371E+01, 0.000000E+00,
 0.580000E+03, 0.506666E+02, 0.229115E+02, 0.112814E+01, 0.467964E+02,-0.368662E+00, 0.579308E+02, 0.255835E+02, 0.106824E+01, 0.482940E+02,-0.607954E+00, 0.382933E+02, 0.205582E+02, 0.125811E+01, 0.435474E+02,-0.299698E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.292081E+00, 0.637349E-03, 0.318253E+05, 0.318253E+05, 0.000000E+00, 0.573983E+00, 0.213230E+05, 0.793566E+00, 0.000000E+00, 0.521913E+00, 0.400552E-02, 0.725000E+05, 0.725000E+05, 0.000000E+00, 0.341599E+00, 0.485750E+05, 0.116345E+01, 0.000000E+00,
 0.590000E+03, 0.503531E+02, 0.228790E+02, 0.112414E+01, 0.468966E+02,-0.368429E+00, 0.583231E+02, 0.256154E+02, 0.106937E+01, 0.482657E+02,-0.612312E+00, 0.384953E+02, 0.205725E+02, 0.125855E+01, 0.435363E+02,-0.306339E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.288533E+00, 0.619874E-03, 0.309528E+05, 0.309528E+05, 0.000000E+00, 0.563611E+00, 0.207383E+05, 0.799843E+00, 0.000000E+00, 0.526988E+00, 0.407459E-02, 0.737500E+05, 0.737500E+05, 0.000000E+00, 0.342874E+00, 0.494125E+05, 0.120389E+01, 0.000000E+00,
 0.600000E+03, 0.500537E+02, 0.228481E+02, 0.112024E+01, 0.469941E+02,-0.368241E+00, 0.587153E+02, 0.256531E+02, 0.107053E+01, 0.482367E+02,-0.616808E+00, 0.386987E+02, 0.205868E+02, 0.125901E+01, 0.435248E+02,-0.312988E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.285062E+00, 0.602878E-03, 0.301041E+05, 0.301041E+05, 0.000000E+00, 0.553353E+00, 0.201697E+05, 0.805949E+00, 0.000000E+00, 0.532049E+00, 0.414365E-02, 0.750000E+05, 0.750000E+05, 0.000000E+00, 0.344119E+00, 0.502500E+05, 0.124501E+01, 0.000000E+00,
 0.610000E+03, 0.497686E+02, 0.228187E+02, 0.111645E+01, 0.470888E+02,-0.368088E+00, 0.591072E+02, 0.256958E+02, 0.107172E+01, 0.482071E+02,-0.621418E+00, 0.389033E+02, 0.206011E+02, 0.125949E+01, 0.435128E+02,-0.319645E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.281669E+00, 0.586349E-03, 0.292787E+05, 0.292787E+05, 0.000000E+00, 0.543209E+00, 0.196167E+05, 0.811886E+00, 0.000000E+00, 0.537094E+00, 0.421271E-02, 0.762500E+05, 0.762500E+05, 0.000000E+00, 0.345334E+00, 0.510875E+05, 0.128682E+01, 0.000000E+00,
 0.620000E+03, 0.494976E+02, 0.227906E+02, 0.111278E+01, 0.471805E+02,-0.367966E+00, 0.594989E+02, 0.257428E+02, 0.107292E+01, 0.481771E+02,-0.626119E+00, 0.391090E+02, 0.206155E+02, 0.125999E+01, 0.435004E+02,-0.326309E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.278355E+00, 0.570272E-03, 0.284760E+05, 0.284760E+05, 0.000000E+00, 0.533177E+00, 0.190789E+05, 0.817661E+00, 0.000000E+00, 0.542118E+00, 0.428177E-02, 0.775000E+05, 0.775000E+05, 0.000000E+00, 0.346521E+00, 0.519250E+05, 0.132933E+01, 0.000000E+00,
 0.630000E+03, 0.492407E+02, 0.227636E+02, 0.110924E+01, 0.472691E+02,-0.367869E+00, 0.598903E+02, 0.257934E+02, 0.107412E+01, 0.481469E+02,-0.630893E+00, 0.393156E+02, 0.206299E+02, 0.126050E+01, 0.434876E+02,-0.332978E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.275121E+00, 0.554637E-03, 0.276952E+05, 0.276952E+05, 0.000000E+00, 0.523255E+00, 0.185558E+05, 0.823278E+00, 0.000000E+00, 0.547119E+00, 0.435083E-02, 0.787500E+05, 0.787500E+05, 0.000000E+00, 0.347680E+00, 0.527625E+05, 0.137253E+01, 0.000000E+00,
 0.640000E+03, 0.489975E+02, 0.227377E+02, 0.110582E+01, 0.473545E+02,-0.367796E+00, 0.602814E+02, 0.258471E+02, 0.107533E+01, 0.481166E+02,-0.635723E+00, 0.395230E+02, 0.206443E+02, 0.126102E+01, 0.434745E+02,-0.339652E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.271965E+00, 0.539430E-03, 0.269359E+05, 0.269359E+05, 0.000000E+00, 0.513444E+00, 0.180470E+05, 0.828741E+00, 0.000000E+00, 0.552093E+00, 0.441989E-02, 0.800000E+05, 0.800000E+05, 0.000000E+00, 0.348813E+00, 0.536000E+05, 0.141641E+01, 0.000000E+00,
 0.650000E+03, 0.487678E+02, 0.227127E+02, 0.110253E+01, 0.474367E+02,-0.367743E+00, 0.606720E+02, 0.259032E+02, 0.107654E+01, 0.480865E+02,-0.640593E+00, 0.397312E+02, 0.206588E+02, 0.126156E+01, 0.434611E+02,-0.346333E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.268886E+00, 0.524640E-03, 0.261973E+05, 0.261973E+05, 0.000000E+00, 0.503741E+00, 0.175522E+05, 0.834054E+00, 0.000000E+00, 0.557037E+00, 0.448895E-02, 0.812500E+05, 0.812500E+05, 0.000000E+00, 0.349920E+00, 0.544375E+05, 0.146099E+01, 0.000000E+00,
 0.660000E+03, 0.485511E+02, 0.226886E+02, 0.109938E+01, 0.475156E+02,-0.367709E+00, 0.610623E+02, 0.259613E+02, 0.107773E+01, 0.480567E+02,-0.645492E+00, 0.399399E+02, 0.206733E+02, 0.126210E+01, 0.434475E+02,-0.353019E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.265882E+00, 0.510255E-03, 0.254791E+05, 0.254791E+05, 0.000000E+00, 0.494145E+00, 0.170710E+05, 0.839221E+00, 0.000000E+00, 0.561947E+00, 0.455801E-02, 0.825000E+05, 0.825000E+05, 0.000000E+00, 0.351002E+00, 0.552750E+05, 0.150626E+01, 0.000000E+00,
 0.670000E+03, 0.483473E+02, 0.226654E+02, 0.109635E+01, 0.475913E+02,-0.367695E+00, 0.614520E+02, 0.260209E+02, 0.107891E+01, 0.480273E+02,-0.650409E+00, 0.401491E+02, 0.206878E+02, 0.126265E+01, 0.434338E+02,-0.359712E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.262953E+00, 0.496265E-03, 0.247805E+05, 0.247805E+05, 0.000000E+00, 0.484656E+00, 0.166029E+05, 0.844247E+00, 0.000000E+00, 0.566822E+00, 0.462707E-02, 0.837500E+05, 0.837500E+05, 0.000000E+00, 0.352060E+00, 0.561125E+05, 0.155222E+01, 0.000000E+00,
 0.680000E+03, 0.481558E+02, 0.226430E+02, 0.109345E+01, 0.476638E+02,-0.367700E+00, 0.618413E+02, 0.260817E+02, 0.108006E+01, 0.479985E+02,-0.655336E+00, 0.403588E+02, 0.207024E+02, 0.126321E+01, 0.434199E+02,-0.366412E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.260096E+00, 0.482659E-03, 0.241011E+05, 0.241011E+05, 0.000000E+00, 0.475271E+00, 0.161477E+05, 0.849134E+00, 0.000000E+00, 0.571659E+00, 0.469613E-02, 0.850000E+05, 0.850000E+05, 0.000000E+00, 0.353095E+00, 0.569500E+05, 0.159887E+01, 0.000000E+00,
 0.690000E+03, 0.479764E+02, 0.226214E+02, 0.109067E+01, 0.477332E+02,-0.367723E+00, 0.622300E+02, 0.261433E+02, 0.108119E+01, 0.479703E+02,-0.660264E+00, 0.405687E+02, 0.207170E+02, 0.126377E+01, 0.434059E+02,-0.373119E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.257310E+00, 0.469425E-03, 0.234403E+05, 0.234403E+05, 0.000000E+00, 0.465990E+00, 0.157050E+05, 0.853888E+00, 0.000000E+00, 0.576456E+00, 0.476519E-02, 0.862500E+05, 0.862500E+05, 0.000000E+00, 0.354106E+00, 0.577875E+05, 0.164621E+01, 0.000000E+00,
 0.700000E+03, 0.478086E+02, 0.226005E+02, 0.108802E+01, 0.477995E+02,-0.367766E+00, 0.626180E+02, 0.262056E+02, 0.108228E+01, 0.479429E+02,-0.665190E+00, 0.407790E+02, 0.207316E+02, 0.126433E+01, 0.433918E+02,-0.379834E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.254591E+00, 0.456555E-03, 0.227976E+05, 0.227976E+05, 0.271051E-11, 0.456812E+00, 0.152744E+05, 0.858512E+00, 0.000000E+00, 0.581211E+00, 0.483425E-02, 0.875000E+05, 0.875000E+05, 0.000000E+00, 0.355096E+00, 0.586250E+05, 0.169424E+01, 0.000000E+00,
 0.710000E+03, 0.476521E+02, 0.225803E+02, 0.108549E+01, 0.478627E+02,-0.367828E+00, 0.630055E+02, 0.262683E+02, 0.108335E+01, 0.479162E+02,-0.670108E+00, 0.409894E+02, 0.207462E+02, 0.126489E+01, 0.433777E+02,-0.386557E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.251938E+00, 0.444037E-03, 0.221725E+05, 0.221725E+05, 0.000000E+00, 0.447736E+00, 0.148556E+05, 0.863008E+00, 0.000000E+00, 0.585923E+00, 0.490331E-02, 0.887500E+05, 0.887500E+05, 0.000000E+00, 0.356064E+00, 0.594625E+05, 0.174296E+01, 0.000000E+00,
 0.720000E+03, 0.475065E+02, 0.225609E+02, 0.108308E+01, 0.479230E+02,-0.367909E+00, 0.633922E+02, 0.263313E+02, 0.108439E+01, 0.478903E+02,-0.675018E+00, 0.411999E+02, 0.207609E+02, 0.126546E+01, 0.433636E+02,-0.393289E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.249348E+00, 0.431863E-03, 0.215646E+05, 0.215646E+05, 0.000000E+00, 0.438759E+00, 0.144483E+05, 0.867382E+00, 0.000000E+00, 0.590593E+00, 0.497238E-02, 0.900000E+05, 0.900000E+05, 0.000000E+00, 0.357011E+00, 0.603000E+05, 0.179237E+01, 0.000000E+00,
 0.730000E+03, 0.473715E+02, 0.225422E+02, 0.108078E+01, 0.479804E+02,-0.368013E+00, 0.637774E+02, 0.263949E+02, 0.108537E+01, 0.478659E+02,-0.679939E+00, 0.414104E+02, 0.207756E+02, 0.126602E+01, 0.433495E+02,-0.400033E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.246819E+00, 0.420022E-03, 0.209734E+05, 0.209734E+05, 0.000000E+00, 0.429882E+00, 0.140521E+05, 0.871635E+00, 0.000000E+00, 0.595204E+00, 0.504144E-02, 0.912500E+05, 0.912500E+05, 0.000000E+00, 0.357938E+00, 0.611375E+05, 0.184247E+01, 0.000000E+00,
 0.740000E+03, 0.472468E+02, 0.225241E+02, 0.107858E+01, 0.480354E+02,-0.368143E+00, 0.641609E+02, 0.264586E+02, 0.108626E+01, 0.478434E+02,-0.684871E+00, 0.416208E+02, 0.207903E+02, 0.126658E+01, 0.433354E+02,-0.406789E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.244344E+00, 0.408506E-03, 0.203983E+05, 0.203983E+05, 0.271051E-11, 0.421104E+00, 0.136669E+05, 0.875772E+00, 0.000000E+00, 0.599745E+00, 0.511050E-02, 0.925000E+05, 0.925000E+05, 0.000000E+00, 0.358845E+00, 0.619750E+05, 0.189326E+01, 0.000000E+00,
 0.750000E+03, 0.471319E+02, 0.225067E+02, 0.107647E+01, 0.480882E+02,-0.368305E+00, 0.645427E+02, 0.265219E+02, 0.108708E+01, 0.478230E+02,-0.689807E+00, 0.418310E+02, 0.208051E+02, 0.126715E+01, 0.433214E+02,-0.413555E-01, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.000000E+00, 0.241920E+00, 0.397305E-03, 0.198390E+05, 0.198390E+05, 0.000000E+00, 0.412422E+00, 0.132922E+05, 0.879795E+00, 0.000000E+00, 0.604213E+00, 0.517956E-02, 0.937500E+05, 0.937500E+05, 0.000000E+00, 0.359733E+00, 0.628125E+05, 0.194475E+01, 0.000000E+00,
